,Intensity
0,0.2631398510002063
1,0.2302468909176825
2,0.19941852057869996
3,0.17071784653290364
4,0.14417935374241433
5,0.11981701207969632
6,0.09763295511111734
7,0.07762618111227047
8,0.059800728027168785
9,0.044172806886377966
10,0.03077644021766643
11,0.019667239767807113
12,0.010924066520814917
13,0.00464843949393982
14,0.0009616912350300976
15,0.0
16,0.0019075538793472588
17,0.006828213655911404
18,0.014896132653893562
19,0.026225858124909497
20,0.040902476042755515
21,0.05897236737430678
22,0.08043511851132173
23,0.10523707288417623
24,0.13326692780996113
25,0.1643536748439926
26,0.19826705906476783
27,0.23472059953860044
28,0.27337707697445973
29,0.3138562627656474
30,0.35574454346492007
31,0.39860599286387755
32,0.441994365860555
33,0.4854654385094163
34,0.52858909981819
35,0.5709606140518807
36,0.6122105168333483
37,0.652012681779106
38,0.6900901927773442
39,0.7262187749325569
40,0.7602276682238446
41,0.7919979648892278
42,0.821458566967758
43,0.8485800469037261
44,0.8733668047350434
45,0.8958480041176135
46,0.9160678314511573
47,0.9340756543126032
48,0.9499166555690796
49,0.9636234879800583
50,0.975209432598026
51,0.9846634562755481
52,0.991947453973959
53,0.996995836420741
54,0.9997174899026029
55,1.0
56,0.9977159023161245
57,0.9927306078262714
58,0.9849115547274028
59,0.9741380678635174
60,0.960311364820271
61,0.9433641369058605
62,0.9232691540292993
63,0.9000463937662725
64,0.8737682737996587
65,0.8445626690457754
66,0.8126135144600357
67,0.7781589251235994
68,0.7414868995163674
69,0.7029288024549949
70,0.6628509438064636
71,0.6216446711798409
72,0.579715473731748
73,0.5374716456629771
74,0.49531307913125483
75,0.4536207460351948
76,0.4127473870582567
77,0.37300985682578475
78,0.3346834799284345
79,0.2979986591660927
