,Intensity
0,0.2524585096560564
1,0.22207302809707502
2,0.19222860313319257
3,0.16319586879957473
4,0.13529940608412366
5,0.10890878032894635
6,0.08442652601825867
7,0.062273661996301716
8,0.042873458931432254
9,0.026634280970120085
10,0.013932379474786614
11,0.005095525394974087
12,0.00038832765113254024
13,0.0
14,0.004035212789153586
15,0.012508505635203967
16,0.02534255109093994
17,0.04237035791431624
18,0.06334129657025232
19,0.08793063027955109
20,0.11575205309744577
21,0.14637258200891518
22,0.17932903121224625
23,0.2141452200044792
24,0.25034903504642847
25,0.28748848480136835
26,0.32514594752450643
27,0.36294992069262183
28,0.4005837232182238
29,0.43779077418817924
30,0.4743762636288105
31,0.5102052313113502
32,0.5451972678019387
33,0.5793182369131038
34,0.6125695802717602
35,0.6449758940424023
36,0.6765715578979035
37,0.7073872422688587
38,0.7374371193345456
39,0.766707556337129
40,0.7951479793663261
41,0.8226644669478664
42,0.8491164728706927
43,0.8743168957152214
44,0.8980355187211317
45,0.9200056488254195
46,0.9399335988175704
47,0.9575104919405423
48,0.9724257331162838
49,0.9843813928447717
50,0.9931066941986649
51,0.9983717833214714
52,1.0
53,0.997877945209891
54,0.9919627625507474
55,0.9822862035034239
56,0.9689552239224193
57,0.9521490512171698
58,0.93211285755521
59,0.9091483631917436
60,0.8836018651343076
61,0.8558503302002838
62,0.8262863000380101
63,0.7953024227348612
64,0.7632764474024527
65,0.7305574932984046
66,0.6974543348938016
67,0.6642263326246709
68,0.631077491988198
69,0.5981539592510644
70,0.5655450699518753
71,0.5332878672263389
72,0.5013748118010638
73,0.4697642251311451
74,0.4383928516424762
75,0.4071898040731092
76,0.37609107434287525
77,0.34505375585379305
78,0.31406913379412915
79,0.2831738574457115
