,Intensity
0,0.29823214488236804
1,0.26209520608556414
2,0.22766760150872983
3,0.19516461896659315
4,0.16477141210854496
5,0.13664390792094233
6,0.11091102203486013
7,0.08767795722274217
8,0.06703029831072492
9,0.04903857205838076
10,0.03376291593274985
11,0.021257496549326245
12,0.011574337066253697
13,0.004766251956570783
14,0.0008886451248811042
15,0.0
16,0.0021609738710384697
17,0.007432098546559617
18,0.01587018023737202
19,0.027523578142838397
20,0.04242661851961186
21,0.060593464488578795
22,0.08201180770105528
23,0.10663677341869075
24,0.134385433874128
25,0.1651323055123171
26,0.19870616466976737
27,0.2348884554582416
28,0.2734134862252864
29,0.3139705210590138
30,0.3562077752078522
31,0.3997382232786807
32,0.4441470321142199
33,0.48900034166119927
34,0.533855041832348
35,0.5782691355530407
36,0.621812241156178
37,0.6640757732238018
38,0.7046823508138652
39,0.7432940154072716
40,0.7796188962388407
41,0.8134160351195031
42,0.8444981725564544
43,0.8727323972389195
44,0.8980386665032101
45,0.9203863106491021
46,0.939788733382011
47,0.9562966089419136
48,0.9699899489817015
49,0.980969465152488
50,0.98934768387163
51,0.9952402763238706
52,0.9987580490968244
53,1.0
54,0.9990477818258984
55,0.9959618374666158
56,0.9907793772170502
57,0.983514268291015
58,0.9741588029876003
59,0.962687211136616
60,0.94906068981296
61,0.9332336437601338
62,0.9151607676875422
63,0.8948045598295782
64,0.872142836967896
65,0.8471758253714166
66,0.819932429367147
67,0.7904753278308797
68,0.7589046159360667
69,0.7253597911839014
70,0.6900199744415458
71,0.6531023533019013
72,0.6148589311764837
73,0.5755717558360117
74,0.5355468806706521
75,0.49510737643412167
76,0.45458575720951494
77,0.4143162093924034
78,0.37462701541494053
79,0.3358335447670548
