,Intensity
0,0.29220042304095606
1,0.2594545261422624
2,0.22793110586645463
3,0.1977592733581146
4,0.1690754523498405
5,0.14202585684487676
6,0.11676797926862666
7,0.09347093070332795
8,0.07231453898643855
9,0.05348718077492002
10,0.03718239630856188
11,0.023594406551997016
12,0.012912717736352273
13,0.005316054426105729
14,0.0009659059621628255
15,0.0
16,0.0025260291947898526
17,0.008615952102141507
18,0.018301167222611783
19,0.031568820913224195
20,0.04835945758927887
21,0.06856615698390604
22,0.09203523158241177
23,0.11856848150400699
24,0.14792692809831007
25,0.1798358754040529
26,0.2139910842219686
27,0.2500657903050051
28,0.2877182588867594
29,0.3265995445170667
30,0.3663611191475911
31,0.40666204287410496
32,0.44717538001377594
33,0.48759360668661084
34,0.5276328123729093
35,0.5670355639396062
36,0.6055723727590651
37,0.6430417798579476
38,0.6792691465032503
39,0.714104304348245
40,0.7474182766458538
41,0.7790993270417811
42,0.8090486227277897
43,0.8371758127309173
44,0.8633948192028289
45,0.8876201200544068
46,0.9097637663679191
47,0.9297333297703536
48,0.9474309161522512
49,0.9627533161231218
50,0.9755932931473396
51,0.9858419413185401
52,0.9933919800780666
53,0.9981417964791743
54,1.0
55,0.9988902229398613
56,0.9947558828483918
57,0.9875646231219338
58,0.9773121638275488
59,0.9640253260423474
60,0.9477640377271047
61,0.9286221848352397
62,0.9067272348265358
63,0.8822386274101535
64,0.855344995352217
65,0.826260342699857
66,0.7952193651446748
67,0.7624721442245044
68,0.7282784809777406
69,0.6929021535880847
70,0.6566053863996991
71,0.6196438042585506
72,0.5822621171749993
73,0.5446907374113026
74,0.5071434766681205
75,0.46981640812372355
76,0.432887910200945
77,0.39651983992117207
78,0.36085971744978074
79,0.3260437436993775
