,Intensity
0,0.28488403504237514
1,0.24911863825125136
2,0.2150568371120121
3,0.18294073763272028
4,0.15298497808051442
5,0.12537515827598972
6,0.10026750639378235
7,0.07778971928947301
8,0.05804284614364328
9,0.04110402732090762
10,0.027029854072637482
11,0.01586008268716481
12,0.007621420715925921
13,0.0023311038686482087
14,0.0
15,0.000635010267053346
16,0.004240585081623308
17,0.010819231178117755
18,0.02037095258976761
19,0.03289163874355853
20,0.048370483179921875
21,0.06678658250078437
22,0.08810492319159564
23,0.11227201053118403
24,0.13921142610896162
25,0.16881961651447525
26,0.20096221445589277
27,0.235471174778237
28,0.2721429724466038
29,0.3107380593291913
30,0.35098171419615226
31,0.39256634907944254
32,0.4351552588687134
33,0.47838772390801815
34,0.5218853016442675
35,0.5652590771405047
36,0.6081175872031547
37,0.650075092091947
38,0.6907598446332436
39,0.7298220004968203
40,0.7669408259012276
41,0.801830889555291
42,0.8342469727131233
43,0.8639874924051941
44,0.8908963050228218
45,0.9148628366911792
46,0.9358205690809238
47,0.9537439901271751
48,0.968644194256765
49,0.9805633821814402
50,0.9895685626217388
51,0.9957447947152761
52,0.9991883284205998
53,1.0
54,0.998279220709082
55,0.9941188602015827
56,0.9876012738885809
57,0.978795658423174
58,0.9677568451488702
59,0.9545255617757286
60,0.9391301120251898
61,0.9215893458413938
62,0.9019167231319881
63,0.8801252155796183
64,0.8562327469364187
65,0.8302678446670708
66,0.8022751662181165
67,0.7723205719538359
68,0.7404954433017054
69,0.7069199873171766
70,0.6717453252581936
71,0.6351542296668332
72,0.5973604481434804
73,0.5586066283720514
74,0.5191609337953692
75,0.47931250853957375
76,0.4393660099753547
77,0.3996354744554823
78,0.3604378137768352
79,0.32208625513260913
