Image_Name,1,2,3,4
right_corner0,536,0,0,0
right_corner1,460,1324,0,0
right_corner2,0,1332,0,1204
right_corner3,0,1216,0,1292
right_corner4,0,0,0,1292
right_straight0,556,0,0,0
right_straight1,464,0,0,0
right_straight2,532,1272,0,0
