frame,X,Y,Z,yaw,pitch,roll,lat,lon
frame0,356.3125,-2.9375,88.6875,0.012745946869138533,-1.548941177902275,0.05226584075871714,32.881069333333336,-117.23437498333334
frame1,326.1875,-2.9375,88.6875,0.5387608974296424,-1.5489963421704762,0.05226669128636054,32.88124328333333,-117.23431155
frame2,326.125,-2.9375,88.6875,0.5322665292166238,-1.5483318801673531,0.05458585740987559,0.0,0.0
frame3,326.0625,-2.9375,88.6875,0.5415243334432907,-1.5480553670730615,0.0513197490379634,32.881060633333334,-117.2343291
frame4,326.125,-2.9375,88.6875,0.5406799214680249,-1.5480393095157903,0.05166111768534674,0.0,0.0
