frame,X,Y,Z,yaw,pitch,roll,lat,lon
frame0,0.5625,-1.4375,87.625,-0.035046800285521,-1.5298049470522175,0.025760102069182632,32.88112985,-117.23430386666666
frame1,0.5625,-1.4375,87.625,-0.03486947069352123,-1.5294533147663583,0.025762636107393953,0.0,0.0
frame2,0.5625,-1.4375,87.5625,-0.03470179169982022,-1.5292762401607707,0.025416845756690325,0.0,0.0
frame3,253.0,-1.4375,87.5625,1.8423697238619088,-1.5293715780391142,0.025395083038209584,0.0,0.0
frame4,252.8125,-1.4375,87.25,1.8459221815224698,-1.5229842952241954,0.025678781889519345,0.0,0.0
frame5,252.5625,-1.625,87.1875,1.8469347611761306,-1.5225214631388124,0.028488823825167073,32.881127166666666,-117.23439571666667
