,Increment_Values,image0light1,image0light2,image1light1,image1light2,image2light2,image4light4,image5light1,image6light1,image6light2,image7light2,image8light2,image8light4,image9light4
0,-50.0,150.47730870943366,100.66778198485939,170.63918200860934,96.22704734418198,101.45407874368915,93.21518898349396,139.6630684003656,1108.701064058389,159.28819910820184,92.07253811600441,96.26551083057517,90.46778311267987,91.53947661585418
1,-40.0,1080.7472000715297,137.93266557749996,545.7853264287195,115.39313794637506,114.86182462177041,110.11318600289297,46.143502670606374,80.36665637261889,168.62791545622594,110.54335241358513,119.72670739043505,117.54300457098661,111.85651580732676
2,-30.0,73.71174667455524,361.93695235318114,68.02615279343374,172.65080407085276,147.73888612334468,157.60215896263148,21.834628655802792,31.565915236722127,186.6190591660352,166.27465154921828,202.43976724268842,235.43068161812553,177.0007150414365
3,-20.0,25.85703636660539,160.90480167730757,24.793472302457616,23576820963.051434,345.9151644969422,1158.1405970477824,10.590991182948265,14.251340619596016,237.34248272853142,80231767468.08037,539.7200116451293,234.87563603829776,1061.7899863353418
4,-10.0,8.785040071560763,30.21819804046169,8.474780052138891,57.21847282120298,114.49796124343374,64.16858661039687,4.056348174980059,5.398159653050345,1307.6429427782641,55.67502896007154,44.607612205259564,33.6948370167913,48.351310490428986
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,10.0,5.271416230421864,13.553668612297907,5.220607562209671,19.20811985156984,26.646191659300182,19.940251083049716,3.0397082465000023,3.5525247795421437,68.77592626516643,18.273673761945382,16.66850628293452,13.847515462643265,17.156125755284695
7,20.0,8.81212385834827,20.996332635685164,8.759592208508614,28.838159586068127,38.410679068356195,29.591670462370814,5.194326349868332,6.202665235518069,90.28708285047675,27.631645649012572,25.695379200606016,21.417428562181062,25.92040405191046
8,30.0,11.403543052934468,25.930291384085944,11.298684707531505,34.63431918795308,45.10991630166401,35.4197645716077,6.8307153123157125,8.194223732277305,100.62928406497682,33.14296127896769,31.06516569466576,26.160582455084317,31.286207315120045
9,40.0,13.330218554907285,29.41573798342687,13.232057900261696,38.479930594733595,49.38158415538118,39.153660268135,8.163072108118925,9.701668311967062,106.69549314060295,36.80105016915659,34.76933288328492,29.447493413195648,34.85261111463261
10,50.0,14.831009352651797,31.90692564450662,14.75071113517625,41.22539348716684,52.31433100150601,41.873510194443114,9.266101994395926,10.951221398515395,110.79083867935626,39.385206233673564,37.36481395246418,31.819449372056663,37.456091209358505
