,Increment_Values,image0light1,image0light2,image1light1,image1light2,image2light2,image4light4,image5light1,image6light1,image6light2,image7light2,image8light2,image8light4,image9light4
0,-0.01,17.10679166044994,17.858127260848892,17.066697137622185,26.173224059735173,36.750875997741296,29.76594376304831,9.314935119421968,10.82320979243613,113.09595155156123,19.654360189666384,21.36503860175928,20.61361235309603,25.63351034534679
1,-0.008,17.069803094265637,17.720633560067554,17.09154735053883,25.87858415034787,36.7953140679701,29.834168521195366,9.254197485225795,10.828232985250581,112.81648219553624,19.541636910662106,21.606495784309498,20.393480927020857,25.566945590110546
2,-0.006,17.0919514664379,17.598253805419507,17.067710802120814,25.813149537162264,36.75818166166764,29.76498586928539,9.226866198541666,10.84962180277948,112.14255454856071,19.57710673607631,21.844352565286588,20.32461905514194,25.580053575618976
3,-0.004,17.172152667611755,17.378998057631385,17.130420667527737,25.62358251208088,36.77715589163941,29.736265168930352,9.219518070172223,10.887602841421252,111.42462122296718,19.442526304430018,21.792338844729265,20.239542471576122,25.718891749539434
4,-0.002,17.251892469190953,17.42226504555207,17.23255881508263,25.52079025583596,36.93492367177173,29.750740572959455,9.293154247248658,10.964594139010089,111.9090033654068,19.405892030182628,21.901831172365803,20.18989069815614,25.704791820305015
5,0.0,16.751015000608724,16.086190287900816,16.738491530866785,22.938089762946266,32.85835822378937,26.73181191567014,9.131565441155226,10.673574573632012,95.3818498346595,17.3076736454764,19.629489261646548,18.300838801075145,23.38626558137607
6,0.002,16.828488361754175,15.973808455556684,16.872771492845914,22.92826809301105,32.75841618099895,26.806473100196097,9.114812020952499,10.73326913534181,94.7070539730067,17.348362063494886,19.78188667259605,18.193472260965105,23.37723836923667
7,0.004,16.949487813581012,16.000232056977584,16.982449675753156,22.673386405221205,32.77579640515707,26.85891238161428,9.131643138245753,10.829091475643349,94.15713437385155,17.432074408125363,20.246558699313333,18.18457056773149,23.57469566420966
8,0.006,16.90390615195293,15.97389389038112,17.070091157504777,22.83697787189715,33.141351393609746,26.92393788871492,9.164636649823771,10.868126901085505,93.9150986001292,17.320615588847065,20.306635271084673,18.124308588106718,23.63370646128528
9,0.008000000000000002,17.02494968119169,15.930426447154343,17.125039435668036,22.82009688699022,32.85782518968968,26.968735789200398,9.202064152560872,10.929873181851297,93.59509269410032,17.377293375749797,20.219023967768894,18.029544781654703,23.731399414756595
10,0.01,16.627522609854154,14.845343046181949,16.695567545529883,20.71076743987813,29.489661431097836,24.41231531950252,9.08414508083657,10.687248627334228,80.42763662880203,15.672351803700522,18.212108829955863,16.382194493743288,21.505710603451966
