,Increment_Values,image0light1,image0light2,image1light1,image1light2,image2light2,image4light4,image5light1,image6light1,image6light2,image7light2,image8light2,image8light4,image9light4
0,-20.0,13.318705377687778,15.210058120633649,13.365398687650357,15.905260054595638,17.019369128455477,10.686788868511774,8.245515898754395,9.015244029350386,17.067771515989108,12.287493499523311,10.168822771466072,9.374658224625467,8.727816328489865
1,-16.0,14.34434954472461,13.167788514788018,14.276961043502173,13.117958907648491,13.210155164859176,9.362145652028566,8.473987838119568,9.538857752211849,11.189600275249175,9.571601407099543,7.918856316748411,8.931507046275923,8.426973165171976
2,-12.0,15.210682264430137,12.767998858825012,15.229424903704354,13.259025935220558,13.57254423350776,12.70309631531351,8.733431655010403,9.964060430169962,15.324884261712757,9.711537057907027,9.574223629730449,10.993403016626448,11.933921547267522
3,-8.0,16.086734614020784,13.945127171479234,16.10789157583822,16.824227189088628,20.67469651943338,18.767416442281807,8.93329431011639,10.35679088317415,38.2383846893995,12.790178365543595,14.299142768216102,14.341952104764282,17.220935632348095
4,-4.0,16.618272030956827,15.453485654917895,16.618243801530635,21.086521454387956,28.88800487634203,24.378099747883102,9.019370851805991,10.567466295702962,73.93494707234423,16.13345718925157,18.4468780026536,17.162504561799647,21.572504941788413
5,0.0,16.751015000608724,16.086190287900816,16.738491530866785,22.938089762946266,32.85835822378937,26.73181191567014,9.131565441155226,10.673574573632012,95.3818498346595,17.3076736454764,19.629489261646548,18.300838801075145,23.38626558137607
6,4.0,16.619515793111972,15.391743513271662,16.552160712432727,20.977020870059746,29.11146870377942,24.452586138496457,9.046398224539686,10.549854826311208,73.73131534961742,15.998581072853066,18.13773611941606,17.174184010895193,21.56168006047747
7,8.0,15.979700324270333,13.895178444257652,15.968503371429033,16.869965820227268,20.57987735421573,18.812403726362337,8.912638324595974,10.324877873275655,38.477739311146344,12.739494721483878,13.997466959647788,14.315672119894021,17.161614452477156
8,12.0,15.16707337725274,12.711628627423373,15.245710622498333,13.20525175816549,13.522137788889768,12.561940389209202,8.677676544918832,9.92175210327978,15.050933664241091,9.687930422885149,9.510811060023665,10.908678344286555,11.85223906517589
9,16.0,14.135911625200386,13.117846503157782,14.21832346844849,13.02708571587122,13.000100800047953,9.212568715838332,8.404726552853903,9.421806294896525,11.062777661842135,9.48048316098147,7.816728667851736,8.799176672331017,8.291829371578102
10,20.0,13.217726873570934,15.026672367848807,13.302144357012319,15.824713140732497,16.845066949225213,10.583380273160467,8.159969175427854,8.888876623703105,17.277773335298008,12.114384611812033,9.929617415487941,9.205582038240737,8.58210011023012
