frame,X,Y,Z,yaw,pitch,roll,lat,lon
frame0,358.9375,-2.8125,91.875,-0.0337258343505677,-1.6038483444728446,0.04978454760647656,0.0,0.0
frame1,354.6875,-2.5625,90.75,0.046917352988191656,-1.5847407117646062,0.0447987392668441,0.0,0.0
