Time,Intensity,Voltage
0.0001,2.24629392,0.23650754
0.00011,2.26639443,0.38726131
0.00012,2.24629392,0.33701006
0.00013000000000000002,2.26639443,0.33701006
0.00014,2.23624367,0.43751257
0.00015,2.22619342,0.53801508
0.00016,2.26639443,0.53801508
0.00017,2.21614317,0.53801508
0.00018,2.22619342,0.53801508
0.00019,2.22619342,0.53801508
0.0002,2.20609292,0.73902011
0.00021,2.20609292,0.73902011
0.00022,2.23624367,0.6385175999999999
0.00023,2.22619342,0.73902011
0.00024,2.20609292,0.53801508
0.00025,2.20106779,0.53801508
0.00026000000000000003,2.19604267,0.73902011
0.00027,2.19101754,0.73902011
0.00028,2.20609292,0.94002514
0.00029,2.20609292,0.88977388
0.0003,2.18599242,0.83952262
0.00031,2.17091704,0.78927137
0.00032,2.16589192,0.94002514
0.00033,2.16589192,0.94002514
0.00034,2.16589192,1.04052765
0.00035,2.16086679,1.09077891
0.00036,2.18599242,1.14103016
0.00037,2.16589192,1.14103016
0.00038,2.16589192,1.24153268
0.00039,2.17594217,1.14103016
0.0004,2.12569091,1.14103016
0.00041,2.16086679,1.19128142
0.00042,2.13574116,1.34203519
0.00043,2.14076629,1.19128142
0.00044,2.14579141,1.34203519
0.00045,2.12066579,1.49278896
0.00046,2.12569091,1.34203519
0.00047,2.13071604,1.34203519
0.00048,2.10559041,1.54304022
0.00049,2.12066579,1.39228645
0.0005,2.11564066,1.54304022
0.0005099999999999999,2.10056528,1.54304022
0.0005200000000000001,2.10559041,1.74404524
0.00053,2.10559041,1.59329147
0.00054,2.12569091,1.64354273
0.00055,2.10559041,1.89479901
0.00056,2.10559041,1.74404524
0.00057,2.09051503,1.59329147
0.00058,2.09554016,1.84454776
0.00059,2.07041453,1.7942965
0.0006,2.08548991,1.94505027
0.00061,2.08548991,1.99530153
0.00062,2.07543966,2.04555278
0.00063,2.07543966,2.1460553
0.00064,2.08548991,1.94505027
0.00065,2.08548991,2.19630655
0.00066,2.0452889,2.1460553
0.00067,2.05031403,2.1460553
0.0006799999999999999,2.0653894,2.34706032
0.0006900000000000001,2.05533915,2.24655781
0.0007,2.03523865,2.24655781
0.0007099999999999999,2.01513815,2.34706032
0.00072,2.0251884,2.34706032
0.00073,2.04026378,2.34706032
0.00074,2.0452889,2.54806535
0.00075,2.03021353,2.39731158
0.0007599999999999999,2.0452889,2.54806535
0.0007700000000000001,2.0251884,2.54806535
0.00078,2.01513815,2.54806535
0.00079,1.99503765,2.59831661
0.0008,2.0251884,2.54806535
0.00081,1.97996227,2.74907038
0.00082,2.05533915,2.74907038
0.0008300000000000001,2.03523865,2.74907038
0.00084,1.98498739,2.9500754
0.00085,1.99001252,2.89982415
0.00086,1.99503765,2.74907038
0.0008699999999999999,2.00006277,2.9500754
0.00088,2.0050879,2.9500754
0.0008900000000000002,2.00006277,2.9500754
0.0009,2.01513815,2.9500754
0.00091,1.98498739,3.15108043
0.00092,1.98498739,3.15108043
0.00093,1.96488689,3.00032666
0.00094,1.98498739,3.05057792
0.00095,1.97493714,3.00032666
0.00096,1.92468589,3.15108043
0.00097,1.95483664,3.20133169
0.00098,1.96488689,3.25158294
0.00099,1.97996227,3.35208546
0.001,1.94478639,3.15108043
0.00101,1.95986177,3.35208546
0.00102,1.94478639,3.45258797
0.00103,1.94478639,3.35208546
0.00104,1.94478639,3.35208546
0.00105,1.94478639,3.55309048
0.00106,1.91463564,3.55309048
0.00107,1.94478639,3.50283923
0.00108,1.92468589,3.75409551
0.00109,1.93976126,3.70384425
0.0011,1.92468589,3.75409551
0.00111,1.93976126,3.55309048
0.00112,1.92468589,3.55309048
0.00113,1.90458539,3.70384425
0.00114,1.90458539,3.85459802
0.00115,1.89956026,3.75409551
0.00116,1.90458539,3.95510054
0.00117,1.90458539,3.90484928
0.00118,1.89453513,3.95510054
0.00119,1.88951001,3.95510054
0.0012,1.88448488,3.95510054
0.00121,1.90961051,4.00535179
0.00122,1.87443463,3.95510054
0.00123,1.89453513,4.00535179
0.00124,1.86438438,4.15610556
0.00125,1.86940951,4.15610556
0.00126,1.88448488,4.15610556
0.00127,1.85433413,4.30685933
0.00128,1.86438438,4.15610556
0.00129,1.84428388,4.15610556
0.0013,1.84428388,4.15610556
0.00131,1.849309,4.15610556
0.00132,1.84428388,4.35711059
0.00133,1.85433413,4.40736185
0.00134,1.83423363,4.25660808
0.00135,1.85935926,4.35711059
0.00136,1.84428388,4.15610556
0.00137,1.82418338,4.35711059
0.0013800000000000002,1.85433413,4.4576131
0.00139,1.85433413,4.55811562
0.0014,1.82418338,4.35711059
0.00141,1.82418338,4.55811562
0.0014199999999999998,1.82418338,4.55811562
0.00143,1.8292085,4.65861813
0.00144,1.82418338,4.75912064
0.00145,1.82418338,4.70886939
0.00146,1.82418338,4.55811562
0.00147,1.82418338,4.55811562
0.00148,1.82418338,4.55811562
0.00149,1.81915825,4.75912064
0.0015,1.81413313,4.55811562
0.00151,1.81915825,4.75912064
0.00152,1.78398237,4.55811562
0.00153,1.77895725,4.8093719
0.00154,1.79403262,4.85962316
0.00155,1.80408287,4.85962316
0.00156,1.78398237,4.75912064
0.00157,1.78398237,4.96012567
0.00158,1.78398237,4.96012567
0.00159,1.77895725,4.8093719
0.0016,1.78398237,5.1611307
0.00161,1.77393212,4.96012567
0.00162,1.75383162,5.06062818
0.0016300000000000002,1.74880649,5.21138195
0.00164,1.78398237,5.1611307
0.00165,1.74378137,5.1611307
0.0016600000000000002,1.76388187,5.06062818
0.0016699999999999998,1.74378137,5.1611307
0.00168,1.74378137,5.1611307
0.00169,1.76388187,5.1611307
0.0017,1.75383162,5.26163321
0.00171,1.74378137,5.21138195
0.00172,1.72368087,5.1611307
0.00173,1.73373112,5.26163321
0.0017399999999999998,1.75383162,5.36213572
0.00175,1.72368087,5.26163321
0.00176,1.70358036,5.56314075
0.00177,1.71363061,5.46263824
0.00178,1.69353011,5.36213572
0.00179,1.70358036,5.56314075
0.0018,1.76388187,5.36213572
0.00181,1.71865574,5.36213572
0.00182,1.70358036,5.66364326
0.00183,1.71865574,5.56314075
0.00184,1.70358036,5.56314075
0.00185,1.69855524,5.61339201
0.00186,1.69353011,5.66364326
0.00187,1.68850499,5.61339201
0.00188,1.72368087,5.76414578
0.00189,1.68347986,5.71389452
0.0019,1.70358036,5.76414578
0.00191,1.66337936,5.91489955
0.00192,1.68347986,5.76414578
0.00193,1.66337936,5.91489955
0.00194,1.67342961,5.66364326
0.00195,1.69855524,5.9651508
0.00196,1.66337936,6.16615583
0.00197,1.68850499,5.9651508
0.00198,1.66337936,5.9651508
0.00199,1.64830398,6.11590457
0.002,1.66337936,5.9651508
0.00201,1.65835423,6.11590457
0.00202,1.67342961,5.9651508
0.00203,1.64830398,6.01540206
0.00204,1.68347986,6.16615583
0.00205,1.63825373,6.26665834
0.00206,1.65332911,6.26665834
0.00207,1.65835423,6.11590457
0.0020800000000000003,1.66337936,6.16615583
0.00209,1.65835423,6.3169096
0.0021,1.64327886,6.16615583
0.0021100000000000003,1.64327886,6.36716086
0.00212,1.64327886,6.36716086
0.00213,1.62317835,6.36716086
0.00214,1.62317835,6.36716086
0.00215,1.6332286,6.36716086
0.00216,1.66337936,6.56816588
0.00217,1.64830398,6.36716086
0.00218,1.6332286,6.46766337
0.00219,1.64327886,6.51791463
0.0022,1.64327886,6.56816588
0.00221,1.6131281000000002,6.51791463
0.00222,1.6131281000000002,6.6686684000000005
0.00223,1.62820348,6.56816588
0.00224,1.62317835,6.56816588
0.00225,1.66337936,6.61841714
0.0022600000000000003,1.6332286,6.6686684000000005
0.00227,1.64830398,6.76917091
0.00228,1.64327886,6.76917091
0.00229,1.62820348,6.91992468
0.0023,1.66337936,6.76917091
0.00231,1.66337936,6.86967342
0.00232,1.66337936,6.97017594
0.00233,1.65835423,6.97017594
0.00234,1.64327886,6.97017594
0.00235,1.66337936,6.91992468
0.00236,1.66337936,6.76917091
0.00237,1.65332911,6.97017594
0.00238,1.65332911,6.97017594
0.00239,1.66337936,7.17118096
0.0024,1.62317835,7.17118096
0.00241,1.67845473,7.12092971
0.00242,1.68347986,7.17118096
0.00243,1.69855524,7.22143222
0.00244,1.66337936,7.17118096
0.00245,1.66840448,7.07067845
0.00246,1.69353011,7.17118096
0.00247,1.68850499,7.22143222
0.00248,1.68347986,7.17118096
0.00249,1.68347986,7.22143222
0.0025,1.69353011,7.17118096
0.00251,1.68850499,7.37218599
0.00252,1.70358036,7.37218599
0.00253,1.71363061,7.52293976
0.00254,1.69353011,7.27168348
0.00255,1.71865574,7.52293976
0.00256,1.72368087,7.37218599
0.00257,1.71363061,7.52293976
0.0025800000000000003,1.72368087,7.37218599
0.00259,1.69353011,7.57319102
0.0026,1.72368087,7.57319102
0.0026100000000000003,1.72368087,7.57319102
0.00262,1.75383162,7.4726884999999985
0.00263,1.73875624,7.62344227
0.00264,1.72368087,7.57319102
0.00265,1.76388187,7.57319102
0.00266,1.75383162,7.57319102
0.00267,1.75885674,7.72394479
0.00268,1.76388187,7.37218599
0.00269,1.768907,7.57319102
0.0027,1.78398237,7.67369353
0.00271,1.77895725,7.77419604
0.00272,1.76388187,7.97520107
0.00273,1.77393212,7.77419604
0.00274,1.79403262,7.77419604
0.00275,1.809108,7.77419604
0.0027600000000000003,1.82418338,7.77419604
0.00277,1.81413313,7.92494981
0.00278,1.80408287,7.87469856
0.00279,1.809108,7.97520107
0.0028,1.82418338,7.97520107
0.00281,1.82418338,7.97520107
0.00282,1.82418338,7.97520107
0.00283,1.81413313,7.97520107
0.00284,1.84428388,7.97520107
0.00285,1.85433413,8.02545233
0.00286,1.88448488,8.07570358
0.00287,1.85935926,8.12595484
0.00288,1.86438438,7.97520107
0.00289,1.85433413,8.1762061
0.0029,1.88448488,7.97520107
0.0029100000000000003,1.89453513,8.1762061
0.00292,1.92468589,8.1762061
0.00293,1.91463564,8.1762061
0.00294,1.92468589,8.07570358
0.00295,1.91966076,8.1762061
