frame,X,Y,Z,yaw,pitch,roll,lat,lon
frame0,80.125,-2.0,90.8125,1.4547430543955857,0.20560567964843765,nan,32.88116805,0.0
frame1,80.0,-2.25,90.75,-1.4372329602035125,-1.5840454909927162,0.03936337139290292,32.88114126666667,-117.23431308333333
frame2,80.0625,-2.1875,90.6875,-1.4377556481660267,-1.5833825331988076,0.03913265785403584,0.0,0.0
frame3,80.5625,-9.8125,90.3125,0.21501372766861251,0.2916650023386711,nan,0.0,0.0
frame4,80.625,-1.75,90.25,-1.4389651321522012,-1.5754994512416707,0.031325501150915085,32.88120435,-117.23442198333333
