timestamp,longitude,latitude,altitude
1725416985970.919,0,0,0
1725416987231.27,0.0,0.0,88.105
1725416988747.145,0.0,0.0,88.105
1725416990263.8591,32.881216916666666,-117.23535656666667,88.105
1725416991565.038,32.8812181,-117.23535763333334,88.245
1725416992824.7622,32.88121966666667,0.0,88.278
1725416994083.082,0.0,0.0,88.321
1725416995341.715,32.88123591666667,-117.23535055,88.392
1725416996660.5598,32.88123591666667,-117.23535055,88.392
1725416997693.223,32.88123591666667,-117.23535055,88.392
1725416998951.701,32.88123591666667,-117.23535055,88.392
1725417000210.0278,32.88124315,-117.23534918333333,88.392
1725417001469.485,32.88125105,-117.23535161666666,88.557
1725417002728.765,0.0,0.0,88.639
1725417003987.7651,32.88124368333333,-117.23534296666666,88.724
1725417005247.477,32.881243966666666,-117.23534161666667,88.778
1725417006506.001,32.881243966666666,-117.23534161666667,88.778
1725417007764.413,32.881243966666666,-117.23534161666667,88.778
1725417009023.764,0.0,0.0,88.82
1725417010282.9102,32.88125898333333,-117.23534605,88.895
1725417011798.584,32.881264183333336,-117.2353473,88.993
1725417013058.713,32.881266466666666,-117.2353484,89.045
1725417014316.345,32.881266466666666,-117.2353484,89.045
1725417015574.5361,32.881266466666666,-117.2353484,89.045
1725417016833.364,32.88127398333334,-117.23534845,89.083
1725417018092.353,32.88128583333334,-117.23535703333333,89.132
1725417019351.274,32.88126771666667,-117.23535221666667,89.153
1725417020868.085,32.88126796666667,-117.2353528,89.153
1725417022126.842,32.88126796666667,-117.2353528,89.153
1725417023385.8591,32.88126796666667,-117.2353528,89.153
1725417024644.798,32.88125165,-117.23533375,89.395
1725417025902.724,32.88122375,-117.235305,None
1725417027418.244,32.881201366666666,-117.2353056,None
1725417028677.4521,32.8811816,-117.23530408333333,89.516
1725417029935.8162,32.881179966666664,-117.2353053,89.561
1725417031194.715,32.881179966666664,-117.2353053,89.561
1725417032454.8909,0.0,0.0,None
1725417033714.36,32.881178883333334,-117.2352994,None
1725417035229.861,0.0,0.0,89.669
1725417036490.1372,0.0,0.0,None
1725417037749.126,0.0,0.0,None
1725417039007.8772,0.0,0.0,None
1725417040267.01,0.0,0.0,None
1725417041525.899,0.0,0.0,None
1725417042785.034,0.0,0.0,None
1725417044044.933,0.0,0.0,None
1725417045303.674,0.0,0.0,None
1725417046562.8518,0.0,0.0,None
1725417047821.7559,0.0,0.0,None
1725417049080.769,0.0,0.0,None
1725417050339.771,0.0,0.0,None
1725417051598.467,0.0,0.0,None
1725417052857.331,0.0,0.0,None
1725417054116.029,0.0,0.0,None
1725417055376.126,0.0,0.0,None
1725417056635.805,0.0,0.0,None
1725417057894.454,0.0,0.0,None
1725417059152.3809,0.0,0.0,None
1725417060411.108,0.0,0.0,None
1725417061670.878,0.0,0.0,None
1725417062930.425,0.0,0.0,None
1725417064189.6511,0.0,0.0,None
1725417065449.1428,0.0,0.0,None
1725417066707.692,0.0,0.0,None
1725417067967.626,0.0,0.0,None
1725417069247.076,0.0,0.0,None
1725417070763.967,0.0,0.0,None
1725417072023.334,0.0,0.0,None
1725417073282.698,0.0,0.0,None
1725417074542.646,0.0,0.0,None
1725417075801.1,0.0,0.0,None
1725417077061.2449,32.88122321666667,-117.23493038333334,103.405
1725417078320.8872,32.88120753333333,-117.23490163333334,94.293
1725417079582.9238,32.88120753333333,-117.23490163333334,94.293
1725417080841.7612,32.88120753333333,-117.23490163333334,94.293
1725417082100.7131,32.88122473333333,0.0,77.478
1725417083360.372,0.0,0.0,82.897
1725417084973.967,32.880925166666664,-117.2347368,90.377
1725417086232.474,32.88086918333333,-117.23471631666666,93.99
1725417087491.717,32.88086918333333,-117.23471631666666,93.99
1725417088750.154,32.88086918333333,-117.23471631666666,93.99
1725417090009.75,32.88084565,-117.23472076666667,102.433
1725417091268.772,32.88078006666667,-117.23471451666667,102.708
1725417092527.956,32.8808148,-117.23474863333334,103.5
1725417094045.1208,32.88077606666667,-117.23473406666666,103.5
1725417095303.997,32.88098831666667,-117.23476901666666,116.549
1725417096562.708,32.88098831666667,-117.23476901666666,116.549
1725417098077.969,0.0,0.0,None
1725417099335.4722,32.88112515,-117.23475935,None
1725417100594.761,32.88115211666667,-117.23473398333333,120.153
1725417101854.959,0.0,0.0,119.409
1725417103114.718,32.881178416666664,-117.23466605,124.613
1725417104373.44,32.881178416666664,-117.23466605,124.613
1725417105631.708,32.881178416666664,-117.23466605,124.613
1725417106890.295,32.88120763333333,-117.2346521,129.513
1725417108150.5178,0.0,0.0,131.233
1725417109667.9238,32.88119605,-117.23463211666666,129.659
1725417110927.705,32.8811876,-117.23464383333334,125.74
1725417112186.759,32.8811876,-117.23464383333334,125.74
1725417113445.957,0.0,0.0,125.74
1725417114705.16,32.88118708333333,-117.23463933333333,123.061
1725417115964.3818,32.881195516666665,-117.23464171666667,120.441
1725417117223.5989,32.88118205,-117.2346501,119.132
1725417118482.727,32.88117926666666,-117.23464933333334,None
1725417119742.9941,0.0,0.0,None
1725417121004.132,0.0,0.0,None
1725417122262.537,0.0,0.0,None
1725417123522.209,32.8811732,-117.2346389,117.674
1725417125039.626,0.0,0.0,None
1725417126298.075,32.88114888333333,-117.2346097,None
1725417127557.451,32.88114638333333,-117.23460156666667,115.283
1725417128817.708,32.881145116666666,-117.23457926666667,114.159
1725417130076.605,32.881145116666666,-117.23457926666667,114.159
1725417131593.518,32.88115846666667,-117.2345422,114.159
1725417132852.656,32.881158533333334,-117.23452513333334,112.285
1725417134371.03,32.881161516666666,-117.23448055,110.996
1725417135629.8152,32.88117045,-117.23447173333334,110.755
1725417136888.126,32.88117045,-117.23447173333334,110.755
1725417138147.085,32.88117045,-117.23447173333334,110.755
1725417139405.981,32.881163783333335,-117.23446586666667,110.589
1725417140664.18,32.881163783333335,-117.23446586666667,110.589
1725417141923.292,32.881163783333335,-117.23446586666667,110.589
1725417143182.791,32.88143803333333,-117.2345324,97.69
1725417144442.1548,32.8814512,0.0,None
1725417145701.3918,32.8814512,-117.23453473333333,None
1725417146959.553,32.88145996666667,-117.23453321666666,None
1725417148218.2,32.88145706666667,-117.23453505,96.917
1725417149477.0269,32.88145986666667,-117.23453215,96.796
1725417150735.938,32.88145986666667,-117.23453215,96.796
1725417151994.7668,0.0,0.0,None
1725417153253.051,32.88147005,-117.23452233333333,None
1725417154511.312,32.881477333333336,-117.23450305,96.968
1725417155771.116,32.88148018333333,0.0,96.758
1725417157030.394,32.88147516666667,-117.2344798,96.696
1725417158288.993,32.88147978333333,-117.23447285,96.655
1725417159547.1,32.88147978333333,-117.23447285,96.655
1725417160806.124,32.88147978333333,-117.23447285,96.655
1725417162118.071,32.881486466666665,0.0,96.601
1725417163377.223,0.0,0.0,96.417
1725417164635.676,32.881438083333336,-117.23442938333334,96.375
1725417165894.814,32.88142583333333,-117.23442176666667,96.513
1725417167227.949,32.88142103333333,-117.23441808333334,96.675
