frame,timestamp
frame1,1724816680916.068
frame2,1724816681445.9219
frame3,1724816681778.41
frame4,1724816682111.767
frame5,1724816682445.974
frame6,1724816682778.457
frame7,1724816683114.094
frame8,1724816683446.783
frame9,1724816683778.538
frame10,1724816684110.956
frame11,1724816684445.7341
frame12,1724816684777.164
frame13,1724816685110.44
frame14,1724816685445.6328
frame15,1724816685790.609
frame16,1724816686179.891
frame17,1724816686509.9138
frame18,1724816686910.114
frame19,1724816687243.532
frame20,1724816687575.717
frame21,1724816687913.2322
frame22,1724816688242.6118
frame23,1724816688577.047
frame24,1724816688908.957
frame25,1724816689244.176
frame26,1724816689574.9111
frame27,1724816689909.957
frame28,1724816690241.493
frame29,1724816690575.8792
frame30,1724816690922.446
frame31,1724816691242.0981
frame32,1724816691576.751
frame33,1724816691908.019
frame34,1724816692308.074
frame35,1724816692640.732
frame36,1724816692973.721
frame37,1724816693308.33
frame38,1724816693640.899
frame39,1724816693974.991
frame40,1724816694308.126
frame41,1724816694639.924
frame42,1724816694972.491
frame43,1724816695306.552
frame44,1724816695639.013
frame45,1724816695973.103
frame46,1724816696306.134
frame47,1724816696639.144
frame48,1724816696974.241
frame49,1724816697305.334
frame50,1724816697638.887
frame51,1724816697971.394
frame52,1724816698305.0261
frame53,1724816698637.769
frame54,1724816698971.2888
frame55,1724816699305.671
frame56,1724816699637.146
frame57,1724816699972.241
frame58,1724816700305.042
frame59,1724816700638.4138
frame60,1724816700970.133
frame61,1724816701304.1438
frame62,1724816701638.122
frame63,1724816701970.0168
frame64,1724816702302.47
frame65,1724816702635.904
frame66,1724816702974.0579
frame67,1724816703302.4348
frame68,1724816703637.229
frame69,1724816703968.437
frame70,1724816704303.4102
frame71,1724816704635.115
frame72,1724816704969.0771
frame73,1724816705307.034
frame74,1724816705634.753
frame75,1724816705967.907
frame76,1724816706307.174
frame77,1724816706636.979
frame78,1724816706967.3
frame79,1724816707304.1958
frame80,1724816707634.817
frame81,1724816707967.905
frame82,1724816708299.9402
frame83,1724816708636.2368
frame84,1724816708966.3032
frame85,1724816709299.608
frame86,1724816709635.5159
frame87,1724816709967.9019
frame88,1724816710299.824
frame89,1724816710632.572
frame90,1724816710966.696
frame91,1724816711306.202
frame92,1724816711632.884
frame93,1724816711965.3699
frame94,1724816712298.9521
frame95,1724816712701.173
frame96,1724816713031.403
frame97,1724816713365.781
frame98,1724816713697.8518
frame99,1724816714097.531
frame100,1724816714431.0989
frame101,1724816714764.091
frame102,1724816715097.885
frame103,1724816715430.541
frame104,1724816715764.864
frame105,1724816716096.824
frame106,1724816716441.396
frame107,1724816716763.0789
frame108,1724816717096.3408
frame109,1724816717429.369
frame110,1724816717762.626
frame111,1724816718096.953
frame112,1724816718428.8171
frame113,1724816718761.9531
frame114,1724816759280.9219
frame115,1724816759610.218
frame116,1724816759944.0679
frame117,1724816760276.744
frame118,1724816764674.857
frame119,1724816765010.275
frame120,1724816765342.211
frame121,1724816765674.578
frame122,1724816766007.4302
frame123,1724816766341.643
frame124,1724816766673.779
frame125,1724816767007.854
frame126,1724816767340.3572
frame127,1724816767674.469
frame128,1724816768007.305
frame129,1724816768339.8909
frame130,1724816768674.7551
frame131,1724816769006.64
frame132,1724816769342.063
frame133,1724816769739.1802
frame134,1724816770072.619
frame135,1724816770472.1912
frame136,1724816770805.116
frame137,1724816771210.061
frame138,1724816771539.849
frame139,1724816771873.591
frame140,1724816772204.622
frame141,1724816772539.01
frame142,1724816772871.007
frame143,1724816773204.751
frame144,1724816773540.032
frame145,1724816773871.424
frame146,1724816774204.4102
frame147,1724816774548.0981
frame148,1724816774937.968
frame149,1724816775270.48
frame150,1724816775606.4
frame151,1724816775936.5781
frame152,1724816776270.13
frame153,1724816776607.388
frame154,1724816776936.254
frame155,1724816777270.053
frame156,1724816777602.4019
frame157,1724816777940.3838
frame158,1724816778268.534
frame159,1724816778602.8608
frame160,1724816778934.795
frame161,1724816779269.595
