frame,X,Y,Z,q1,q2,q3,q4,lat,lon
frame0,335.4375,7.625,91.4375,0.6815185546875,-0.67401123046875,-0.24249267578125,0.14971923828125,0,0
frame1,337.4375,9.375,92.4375,0.67913818359375,-0.67578125,-0.253173828125,0.13433837890625,32.88084106666667,-117.23571276666667
frame2,346.75,6.0625,92.875,0.68316650390625,-0.70843505859375,-0.15863037109375,0.0789794921875,32.88084106666667,-117.23571276666667
frame3,338.9375,5.25,93.4375,0.6737060546875,-0.701171875,-0.19805908203125,0.123291015625,0.0,0.0
frame4,338.75,2.625,96.9375,-1.34674072265625,-0.7276611328125,-0.1708984375,0.12054443359375,32.8808472,-117.23570435
frame5,343.1875,4.25,97.6875,0.6500244140625,-0.73468017578125,-0.1678466796875,0.09759521484375,32.880854049999996,-117.23570261666667
frame6,334.5625,-0.625,96.9375,0.64630126953125,-0.73248291015625,-0.1563720703125,0.1461181640625,32.88086315,-117.23570008333333
frame7,336.125,0.75,97.25,0.647216796875,-0.73272705078125,-0.162109375,0.1336669921875,32.88086315,-117.23570008333333
frame8,332.9375,2.8125,99.25,0.6300048828125,-0.73052978515625,-0.21649169921875,0.150390625,0.0,0.0
frame9,339.1875,-0.25,97.0625,0.651123046875,-0.73797607421875,-0.13140869140625,0.1187744140625,32.8808887,-117.2356771
frame10,341.3125,0.0625,97.875,0.64801025390625,-0.74468994140625,-0.12115478515625,0.10418701171875,0.0,0.0
frame11,326.0,-0.9375,96.5625,0.63623046875,-0.71685791015625,-0.2078857421875,0.1951904296875,0.0,0.0
frame12,301.6875,-1.75,92.25,0.60540771484375,-0.64080810546875,-0.33123779296875,0.33648681640625,32.88090018333333,0.0
frame13,303.625,-2.875,94.875,0.59576416015625,-0.66619873046875,-0.31463623046875,0.31964111328125,32.88090655,-117.2356499
frame14,302.5,-1.375,96.625,0.58306884765625,-0.66217041015625,-0.34381103515625,0.3214111328125,32.88090655,-117.2356499
frame15,306.0,-11.0625,98.0625,0.587646484375,-0.6922607421875,-0.3011474609375,0.29119873046875,32.880916033333335,-117.23563815
frame16,298.0625,-3.5,97.4375,0.565185546875,-0.667724609375,-0.3468017578125,0.33837890625,0.0,0.0
frame17,297.6875,-1.4375,96.3125,0.5706787109375,-0.64801025390625,-0.3685302734375,0.3443603515625,32.88092225,-117.2356225
frame18,291.3125,-4.5625,97.5,0.54522705078125,-0.65234375,-0.3729248046875,0.37164306640625,32.8809293,-117.23560256666667
