,Intensity
0,0.12133961917215119
1,0.10283749596804974
2,0.08394364951754199
3,0.06527773717617721
4,0.04756165675888539
5,0.0315763616962452
6,0.018114993131727757
7,0.007935063248764343
8,0.0017124686511109989
9,0.0
10,0.0031927509355975815
11,0.011502430575972325
12,0.024942072152292695
13,0.04332203446117287
14,0.0662575463404543
15,0.09318738367131209
16,0.12340263063827886
17,0.15608389802535044
18,0.1903448838015534
19,0.22527979267017553
20,0.2600119025114945
21,0.293740489832572
22,0.32578340801116296
23,0.3556128470535438
24,0.3828821789812629
25,0.4074422881576641
26,0.42934637347687576
27,0.44884285676808877
28,0.46635670301340254
29,0.48246011562218927
30,0.49783417729720597
31,0.5132235299194324
32,0.5293865959203022
33,0.54704411559069
34,0.5668288940212279
35,0.589239610622863
36,0.6146013450205555
37,0.6430351258925309
38,0.6744383325990039
39,0.7084771989649977
40,0.7445920159002366
41,0.7820149402667356
42,0.8197996292578961
43,0.8568612702797025
44,0.8920250016251792
45,0.9240802507924764
46,0.9518381810349481
47,0.9741892513730679
48,0.9901578713313826
49,0.9989512707590793
50,1.0
51,0.9929879106174905
52,0.977870018401746
53,0.9548772886567046
54,0.9245080741877065
55,0.8875066415423715
56,0.8448299026385173
57,0.7976040899809577
58,0.7470736405758017
59,0.6945449579095702
60,0.641327981203258
61,0.5886785927197768
62,0.5377448320005391
63,0.4895196642777183
64,0.44480268142180357
65,0.40417261814074384
66,0.3679719711435884
67,0.33630434739721643
68,0.3090444757912398
69,0.28586013240586855
70,0.26624459055431976
71,0.24955764767424946
72,0.2350728323127993
73,0.22202808007856353
74,0.209677004237747
75,0.19733788295059343
76,0.18443764048978414
77,0.17054840488830111
78,0.15541466181077182
79,0.13896956924239365
