,Intensity
0,0.14135811285000402
1,0.1210052689338375
2,0.10006745318764332
3,0.07921475894004097
4,0.05921569779513429
5,0.04089238719496396
6,0.025072578115154703
7,0.012541295082156588
8,0.003994869561738467
9,0.0
10,0.0009601760386400622
11,0.007091377553923778
12,0.018408425355789633
13,0.034722749744995604
14,0.05565169004021218
15,0.08063877937870857
16,0.10898384159077402
17,0.1398811660152398
18,0.17246356330373364
19,0.20584976661496665
20,0.23919244725445243
21,0.2717240728949662
22,0.30279795251896396
23,0.3319220788880066
24,0.3587837819695846
25,0.3832637230277152
26,0.40543836031641917
27,0.4255706700187903
28,0.4440895738270484
29,0.46155917002402047
30,0.4786394519267339
31,0.4960406930813562
32,0.5144740546575988
33,0.5346012056527939
34,0.5569858271248976
35,0.5820497926154341
36,0.610036581924326
37,0.6409841068363302
38,0.6747086256330368
39,0.7108008254855628
40,0.7486344907212601
41,0.7873874866892139
42,0.8260741113078001
43,0.8635872366690353
44,0.8987481160620021
45,0.9303612977601986
46,0.9572717900550156
47,0.9784214789913807
48,0.9929018193473365
49,1.0
50,0.9992361174893092
51,0.9903893585408845
52,0.9735117683812079
53,0.9489288357167536
54,0.9172268218065236
55,0.8792274623394325
56,0.835951338761007
57,0.7885718140166073
58,0.7383619239277674
59,0.6866369827108193
60,0.6346958796502618
61,0.5837641019579611
62,0.534941413461573
63,0.4891568559788963
64,0.4471333346492585
65,0.40936352249310126
66,0.37609820198939053
67,0.34734748638365054
68,0.32289466773985387
69,0.30232176045195985
70,0.2850451850212963
71,0.2703595012998165
72,0.257486682081383
73,0.2456281393614382
74,0.2340165915043474
75,0.22196489614240345
76,0.20890916819987176
77,0.19444384360779907
78,0.17834681761144117
79,0.16059335566463173
