,Intensity
0,0.12911575088162325
1,0.11633718820733731
2,0.10205505413987044
3,0.08656425813438426
4,0.07035109890227707
5,0.054063364245991084
6,0.03847085123311049
7,0.024418639437333554
8,0.012775848082326194
9,0.00438285118373322
10,0.0
11,0.00026080545832577145
12,0.0056322704814479535
13,0.01638464831918863
14,0.032572361508145097
15,0.05402717746615097
16,0.08036403689509898
17,0.1109992094327509
18,0.14517974788540203
19,0.18202256736441141
20,0.22056092497123822
21,0.25979565029551416
22,0.2987482008895396
23,0.3365125057159869
24,0.37230261978957735
25,0.4054934417386256
26,0.4356521302909556
27,0.4625583745220256
28,0.48621229733350807
29,0.5068294673527062
30,0.5248232225260829
31,0.5407752285145091
32,0.5553958663493344
33,0.5694766290521059
34,0.5838371731334498
35,0.599269991680437
36,0.6164858327378069
37,0.6360629705488283
38,0.658403248181833
39,0.6836974579408063
40,0.7119021296057688
41,0.7427291828568201
42,0.7756492026417336
43,0.8099083529033884
44,0.8445581957600036
45,0.8784969710704547
46,0.9105202545658045
47,0.9393783865724832
48,0.9638376769731927
49,0.9827421670102664
50,0.9950726775785397
51,1.0
52,0.9969293824250995
53,0.9855339171037647
54,0.9657750164475299
55,0.9379088475260987
56,0.9024783384255993
57,0.8602911353432728
58,0.8123846348038284
59,0.7599799004363395
60,0.7044268611309374
61,0.647143645229895
62,0.5895532089184222
63,0.5330205498358072
64,0.47879375213770875
65,0.42795188953449587
66,0.38136243049969515
67,0.3396502660577241
68,0.3031798442005394
69,0.2720511810428614
70,0.246109766484944
71,0.22496963261673156
72,0.2080481473336854
73,0.19461047211450713
74,0.18382111550044
75,0.17479964991687727
76,0.16667745853106153
77,0.15865235126471366
78,0.15003803571850213
79,0.14030574084800726
