,Intensity
0,0.14589388589676408
1,0.12224356555822218
2,0.09853773053799143
3,0.0755610407914792
4,0.054170929931748046
5,0.035249414408796614
6,0.01965307906234126
7,0.008164087625488616
8,0.0014450049814101567
9,0.0
10,0.0041446359234667135
11,0.013985969845184609
12,0.02941410101951207
13,0.050105662092837594
14,0.07553907394737452
15,0.10502072133178442
16,0.13772058990192437
17,0.17271537018890684
18,0.2090366103047496
19,0.24572121065427177
20,0.2818614168005941
21,0.31665148876824023
22,0.3494284054426698
23,0.3797042915120759
24,0.407188713502933
25,0.4317995555221513
26,0.45366182310415637
27,0.47309439969787176
28,0.4905854572595233
29,0.506757862482096
30,0.5223264877137662
31,0.5380497988813352
32,0.554678425749283
33,0.5729036037891987
34,0.5933084012063973
35,0.6163245074855752
36,0.642197068316904
37,0.6709596216319458
38,0.7024206440861646
39,0.7361625864474018
40,0.7715535945325499
41,0.8077714169910782
42,0.8438383305847386
43,0.8786653045795733
44,0.9111031120354897
45,0.9399977055470878
46,0.9642469299958227
47,0.982855558801598
48,0.994985717980495
49,1.0
50,0.997494954171479
51,0.987323151251926
52,0.9696026292304764
53,0.9447132017314077
54,0.9132798132758277
55,0.8761438184517738
56,0.8343237070406732
57,0.7889673591585106
58,0.7412983628755312
59,0.6925592372047978
60,0.64395455900327
61,0.5965969849156344
62,0.5514589896677764
63,0.5093328193500485
64,0.47080070076300495
65,0.4362167807551394
66,0.4057016240708561
67,0.37914941010821884
68,0.3562472760117488
69,0.3365055937510799
70,0.31929737842446515
71,0.30390453625473124
72,0.28956830023390423
73,0.275540988619732
74,0.26113616780357773
75,0.24577440896404443
76,0.22902209097367504
77,0.21062110525381425
78,0.1905078389667292
79,0.1688204219267055
