,Increment_Values,image0light1,image0light2,image1light1,image1light2,image2light2,image4light4,image5light1,image6light1,image6light2,image7light2,image8light2,image8light4,image9light4
0,-20.0,10.856307147178425,22.180802133004597,10.730231799920698,21.92511331059973,21.43026591874722,15.709004088621658,8.309276929215262,8.085491704830485,14.10734313290937,18.92800003772245,17.30372799087906,14.961060092305372,14.119303605068922
1,-16.0,10.892577023296505,21.074350104446157,10.779561730935997,20.600889107732794,19.949690856976513,14.50237082231672,8.104063037641314,7.9668324698058735,12.50706008009289,17.637661499471136,16.02864960668576,13.868748393838214,12.910937741310052
2,-12.0,11.002335766978446,19.74010393475758,10.907766330438358,19.17219266889948,18.37586279574421,13.142734912215266,7.9677407470876345,7.875801177899895,10.941463750637512,16.30477236815228,14.461835577173588,12.740687284870129,11.617530413620496
3,-8.0,11.206377580049335,18.322779005964815,11.103031769920007,17.680793305642165,16.67857359299897,11.699250156601442,7.855093230107611,7.857076776616507,10.186270266430466,14.74007965884492,12.671909683559903,11.458595477713766,10.269126228753157
4,-4.0,11.506060746267273,16.811430203003408,11.479533084758042,15.860579768987431,14.735281473112785,10.293950670981772,7.788183511149702,7.926318771987304,11.16273781211265,13.085459568168313,10.953777940271141,10.202576961428452,8.95377257607674
5,0.0,11.98402084708735,15.250780031892882,12.009500315746148,14.129108175786442,13.078627901228323,9.33514424980876,7.786946851952707,8.1084516619026,14.961856074998023,11.2933075609944,9.2060590157809,9.147326797504975,8.09601315268749
6,4.0,12.694672301747632,13.729988912027071,12.678505703827751,12.818916233789519,12.384749964618214,9.642314729875512,7.883913035857727,8.408427036902333,22.67545432894423,9.709572734359059,7.96282938392172,8.762213023302017,8.4625658549442
7,8.0,13.657779696801827,12.686851520781039,13.6575433218365,12.853822253010645,14.334140426770409,12.21643919077157,8.10973695494969,8.92411688610301,34.949847578145636,9.308540818163376,8.695779708462501,9.763719795130541,10.793204759539254
8,12.0,15.005434455660614,13.07307992926688,14.97098222523133,15.731569536477695,20.648375400761044,17.731575349855426,8.489525543368142,9.685583880448492,55.50407954754666,11.510355219083184,12.387223247170002,12.88333648344181,15.619014703517037
9,16.0,16.66512291349017,16.050372425095016,16.695617830610622,22.859213446437025,32.7114803380675,26.82029944248237,9.09260963521519,10.697425307802337,95.13596368674865,17.43455429208045,19.391299582010735,18.43416490319659,23.288894428805857
10,20.0,19.014195816532787,22.488562551646858,19.086982262578598,35.838172932057205,54.650389555635535,41.669197930231036,9.939961762011032,12.024035884942348,199.1932644663379,27.48748744334001,30.908195045612846,27.034288574380234,35.26470438691436
