,Increment_Values,image0light1,image0light2,image1light1,image1light2,image2light2,image4light4,image5light1,image6light1,image6light2,image7light2,image8light2,image8light4,image9light4
0,-50.0,144.8442420414992,196.09147209631615,129.00665314267306,121.85163222347502,100.71895556158282,106.26377797696699,34.52732895335799,52.17562980559941,83.5449615495039,127.73654854694627,134.5891025581813,144.40237266244162,117.23771217955232
1,-40.0,52.200923596567165,592.7378932322381,50.35788074083254,327.32952804799925,177.53193318779336,252.33660333848923,20.522544554640902,28.051143055901463,114.53095315694833,588.545942042253,629.048385869545,37425569082.241425,403.1749538206847
2,-30.0,28.81896803762127,67.24297573027206,28.52006935749096,154.28954656359932,513.0177514734902,187.2012291942966,13.515470622986484,17.52833547828198,270.33719588636814,103.27336778457982,113.21995218364877,82.55680730184413,128.08980177804872
3,-20.0,19.06995923193946,22.413960348036166,18.98655352053988,35.98460320262663,54.701204450538604,41.51290901214989,9.93518841112315,12.020541846395984,199.2522530327762,27.48736328982939,31.16676968083246,27.039827319995236,35.39142097948721
4,-10.0,14.264128925232542,12.62027419521577,14.352500965697315,13.838094251323637,16.976042515020023,14.575289743383523,8.292603830724183,9.266038402513052,43.68950673677056,10.047854983066971,10.160366640790789,11.072173026585805,12.925252374252885
5,0.0,11.98402084708735,15.250780031892882,12.009500315746148,14.129108175786442,13.078627901228323,9.33514424980876,7.786946851952707,8.1084516619026,14.961856074998023,11.2933075609944,9.2060590157809,9.147326797504975,8.09601315268749
6,10.0,11.093348492565022,19.078665870265354,10.987596850002946,18.469175488661243,17.504404565811647,12.431661225838484,7.921872290870383,7.863929538935595,10.460242819285817,15.462924039628094,13.754992651509903,12.12536825306455,10.989916123315645
7,20.0,10.858400547770344,22.180895861361947,10.735351299372235,21.970725574662065,21.38452527475761,15.706686872063175,8.292417522653128,8.086731328609147,14.147676334378275,18.88961614288779,17.324756825445625,14.968517671286012,14.091527929039394
8,30.0,10.967361355239376,24.52965624037868,10.827890295734399,24.576798908978365,24.25262767418057,18.309268912973604,8.758295370853334,8.48883571946495,17.73098947110079,21.360612759591113,20.049586799323137,17.198162551354514,16.583655445927892
9,40.0,11.224606927679382,26.378918422132067,11.066297207279417,26.5636469934144,26.460354959963187,20.286420264890584,9.25369244518439,8.966803507120058,20.50703055686066,23.23026735874595,22.045270510675525,18.976271680791477,18.53123684882446
10,50.0,11.551556853422783,27.924894985022945,11.391963022562855,28.126561055024634,28.124216797615638,21.822503498535756,9.710624040021536,9.445046815842211,22.642117516004586,24.714497429898287,23.759500679553774,20.383257168434888,20.006590021696436
