,Increment_Values,image0light1,image0light2,image1light1,image1light2,image2light2,image4light4,image5light1,image6light1,image6light2,image7light2,image8light2,image8light4,image9light4
0,-0.001,12.203874285122739,14.836275566243971,12.131898263733529,13.754719947254207,12.79467476013287,9.287141692422098,7.819773773214399,8.187841436447293,16.513196100143343,10.84057953309265,8.792171761609907,8.986771233321596,8.055866022696543
1,-0.0008,12.028719344441631,15.25404275185665,11.970214604869323,14.17521739342564,13.083484576423432,9.367879333143726,7.805435607008302,8.12475202438245,15.092688099210012,11.26572750941041,9.142979867345616,9.202868908250467,8.125250633200887
2,-0.0006000000000000001,12.016411118475798,15.280886751200347,12.003587233524607,14.184674758846004,13.101799734850072,9.3662955635155,7.798028065023666,8.11344759304866,14.985034968713911,11.191789068993353,9.178164652695141,9.189106991635446,8.12074264854832
3,-0.00039999999999999996,12.037570911750358,15.220441505735328,11.992356006718872,14.175825804771948,13.062153489071994,9.361315609197336,7.795359648804781,8.097456340622733,15.1035914471706,11.199270572134242,9.191282833293965,9.158282843111389,8.115016853443388
4,-0.00019999999999999998,12.028898134715732,15.295582262045551,11.974443466583779,14.150900157026273,13.119696440502764,9.36144473665583,7.793100323167494,8.099873006441266,15.11111869231701,11.22237141576735,9.231399814389464,9.157325722558708,8.094513567764665
5,0.0,11.98402084708735,15.250780031892882,12.009500315746148,14.129108175786442,13.078627901228323,9.33514424980876,7.786946851952707,8.1084516619026,14.961856074998023,11.2933075609944,9.2060590157809,9.147326797504975,8.09601315268749
6,0.0002000000000000001,12.021148750290115,15.226221130300585,11.992029764251209,14.140037188879571,13.081392872898915,9.34046868010559,7.788235927153446,8.086245452179252,15.076453150733785,11.19467342844814,9.216221161224615,9.158816896419603,8.100383680650648
7,0.00039999999999999996,12.016694801204448,15.240577139093249,11.96547768479588,14.193326533665017,13.055371893073007,9.337137278897536,7.783119414337186,8.077495308227595,15.010938335613265,11.21041889076499,9.162032466500646,9.149513882246852,8.095308585872631
8,0.0006000000000000001,11.987917061075112,15.196747622077522,11.95697627571815,14.089737635388627,12.977575626453284,9.327638831991504,7.782847793892902,8.097762525054529,15.023067053676677,11.195155488944426,9.168365235388945,9.136416316583002,8.067141976326916
9,0.0008000000000000001,12.147488282269157,14.86557902979979,12.103685398293274,13.719901161238312,12.741421955553703,9.227483477229823,7.795599289402791,8.15680773555986,16.50829930368033,10.73242890940486,8.77137033635778,8.941288386053554,8.007704178775631
10,0.001,12.117671378473128,14.884065463396382,12.113501642761413,13.704255209519383,12.727195805169869,9.194463408180736,7.790747151130641,8.148640714975604,16.515258821404167,10.717747346613411,8.728151053137395,8.93475460282468,7.997016098132551
