timestamp,longitude,latitude,altitude
1725078910453.301,32.8812315,-117.23515131666667,100.979
1725078911712.9631,32.88122636666667,-117.23515913333334,100.919
1725078913256.102,32.88122245,-117.23516398333334,100.919
1725078914289.582,32.88122245,-117.23516398333334,100.919
1725078915569.906,32.88121733333333,-117.23516181666666,100.919
1725078916849.181,32.88120825,-117.23515311666667,100.73
1725078918126.322,32.88120825,-117.23515311666667,100.73
1725078919687.918,0.0,0.0,None
1725078920966.279,32.88118823333333,-117.23515511666666,None
1725078922244.842,32.88117853333333,-117.23516318333333,100.547
1725078923526.536,0.0,0.0,100.486
1725078924806.552,32.881160666666666,-117.23517398333334,100.419
1725078926086.666,32.881160666666666,-117.23517398333334,100.419
1725078927370.7139,32.881160666666666,-117.23517398333334,100.419
1725078928664.081,32.881154116666664,-117.2351756,100.371
1725078929950.402,32.88115365,0.0,100.326
1725078931229.879,32.88115215,-117.23518468333333,100.276
1725078932793.4438,32.8811417,-117.23519483333334,100.189
1725078934072.101,32.8811417,-117.23519483333334,100.189
1725078935634.2002,32.881141,-117.23519411666666,100.139
1725078936913.917,32.8811479,-117.2351849,100.107
1725078938193.8528,32.88114576666667,-117.23518696666666,100.079
1725078940044.667,32.88114771666667,-117.23518776666667,100.079
1725078941331.305,32.88114771666667,-117.23518776666667,100.079
1725078942892.549,32.88113575,-117.23515355,100.085
1725078944456.813,32.881119283333334,-117.23514721666666,100.085
1725078945765.583,32.881119283333334,-117.23514721666666,100.085
1725078947154.354,32.88107475,-117.23514086666667,100.076
1725078948430.306,32.88107475,-117.23514086666667,100.076
1725078949709.392,32.88104653333333,-117.23500456666666,100.076
1725078950988.178,32.88106246666667,-117.23500228333333,98.999
1725078952311.1611,32.88106246666667,-117.23500228333333,98.999
1725078953873.313,0.0,0.0,None
1725078955435.1858,32.8810928,-117.23499816666667,98.746
1725078956715.201,0.0,0.0,98.49
1725078957993.652,32.88110141666667,-117.23498098333333,98.298
1725078959277.452,32.88110141666667,-117.23498098333333,98.298
1725078960838.9932,32.88110458333333,-117.2349735,98.224
1725078962117.891,32.88110595,0.0,98.178
1725078964237.2388,0.0,0.0,98.178
1725078965516.556,32.8811243,-117.2349532,98.178
1725078966796.249,0.0,0.0,97.989
1725078968357.878,32.8811286,-117.2349187,97.739
1725078969636.8042,32.881159016666665,-117.234931,97.436
1725078971195.5618,32.881159016666665,-117.234931,97.436
1725078972476.6272,32.881159016666665,-117.234931,97.436
1725078973755.469,32.881171316666666,-117.23492866666666,97.231
1725078975033.674,32.881195516666665,-117.2349413,97.079
1725078976593.472,0.0,0.0,None
1725078978549.269,32.88123408333333,-117.23494808333334,96.634
1725078979873.448,32.88123408333333,-117.23494808333334,96.634
1725078982012.9011,32.88125845,-117.23494186666667,96.32
1725078983589.696,32.88124251666667,-117.23492043333333,96.153
1725078984909.131,32.88124251666667,-117.23492043333333,96.153
1725078986757.8262,0.0,0.0,96.004
1725078988332.232,32.881236,-117.23489308333333,95.969
1725078989617.9558,32.88124195,-117.2348929,95.969
1725078990893.31,32.88124195,-117.2348929,95.969
1725078992171.917,0.0,0.0,95.969
1725078993733.86,32.8811841,-117.2348577,95.987
1725078995065.804,32.881024466666666,-117.23476098333333,95.915
1725078996628.182,0.0,0.0,None
1725078997906.5981,0.0,0.0,None
1725078999186.362,0.0,0.0,None
1725079000521.027,32.88094971666666,-117.23468835,95.935
1725079002083.149,0.0,0.0,None
1725079003645.124,32.880871733333336,0.0,96.29
1725079004920.412,32.88083666666667,-117.23453736666667,96.41
1725079006198.247,32.88083666666667,-117.23453736666667,96.41
1725079008352.405,32.88079941666667,-117.23453736666667,96.41
1725079009631.509,32.88078923333333,-117.2344757,96.47
1725079010910.097,32.88080213333333,-117.2344782,96.311
1725079012188.249,32.88080213333333,-117.2344782,96.311
1725079013467.1472,32.88080213333333,-117.2344782,96.311
1725079015028.422,32.88082143333333,-117.23447726666667,96.242
1725079016307.061,32.88082421666667,-117.23447948333333,96.205
1725079017586.242,32.88083028333333,-117.23448301666667,96.171
1725079018863.72,32.88083651666667,-117.23449035,96.129
1725079020142.611,32.88083651666667,-117.23449035,96.129
1725079021420.352,32.88083651666667,-117.23449035,96.129
1725079022699.821,32.88083221666667,-117.2344878,96.091
1725079023978.82,32.880827016666665,-117.23447988333334,96.056
1725079025258.262,32.8808292,-117.23448201666666,96.046
1725079026537.709,32.88083255,0.0,None
1725079027815.781,32.88083255,-117.23447103333334,None
1725079029093.324,32.88083255,-117.23447103333334,None
1725079030369.157,32.88083255,-117.23447103333334,None
1725079031948.546,32.8808299,-117.23444631666666,96.065
1725079033465.709,32.8808292,-117.23443538333333,96.0
1725079034982.941,0.0,0.0,None
1725079036499.0051,32.880832133333335,-117.2344276,None
1725079038014.346,32.8808385,-117.2344356,96.067
1725079039597.91,32.88084343333333,-117.23443338333334,96.058
1725079041181.714,32.88096895,-117.23428263333334,95.917
1725079042511.698,32.880973616666665,-117.23429808333333,95.921
1725079043794.3572,32.880973616666665,-117.23429808333333,95.921
1725079045072.916,32.880984733333335,-117.23430025,95.919
1725079046350.927,32.8810204,-117.23432155,95.983
1725079047634.2622,0.0,0.0,None
1725079048912.711,32.8813546,-117.23442031666667,None
1725079050192.281,32.881457983333334,-117.23445428333333,96.233
1725079051751.94,32.881457983333334,-117.23445428333333,96.233
1725079053032.117,32.881580383333336,-117.23449831666667,96.379
1725079054065.499,32.881580383333336,-117.23449831666667,96.379
1725079055345.716,32.88156876666667,-117.23450415,96.428
1725079056624.475,32.881552,0.0,None
1725079057928.7952,32.881552,-117.23449751666666,None
1725079059212.974,32.881559083333336,-117.2344918,None
1725079060486.9832,32.88156523333333,-117.23448381666667,96.531
1725079061766.9949,32.88156523333333,-117.23448381666667,96.531
1725079063045.982,32.8815723,-117.234474,96.572
1725079064325.084,32.88157326666666,-117.23447076666666,96.616
1725079065603.779,0.0,0.0,None
1725079066881.287,32.88157821666667,-117.23446035,None
1725079068160.596,32.88159626666667,-117.23444205,96.66
1725079069441.111,32.88160143333333,-117.23442673333334,96.696
1725079070719.894,32.88160143333333,-117.23442673333334,96.696
1725079071999.0288,32.88158755,-117.23443673333334,96.772
1725079073560.889,0.0,0.0,None
1725079074840.441,32.8815888,-117.23442666666666,None
1725079076403.2659,32.8815973,-117.23442118333334,97.137
1725079077682.097,32.8815973,-117.23442118333334,97.137
1725079078961.235,32.88159723333333,-117.23441365,97.22
1725079080521.642,0.0,0.0,None
1725079081801.076,32.88161495,-117.23439126666666,None
1725079083404.613,32.88163408333333,-117.23435791666667,97.415
1725079084682.969,32.88163408333333,-117.23435791666667,97.415
1725079085716.37,32.88163408333333,-117.23435791666667,97.415
1725079086996.697,32.881634983333335,-117.23435881666667,97.481
1725079088325.634,0.0,0.0,None
1725079089609.115,32.88163358333333,-117.2343741,None
1725079090887.326,0.0,0.0,None
1725079092166.051,32.8816376,-117.23437646666666,None
1725079093506.83,32.881644183333336,-117.2343811,97.57
1725079094791.995,32.881644183333336,-117.2343811,97.57
1725079096069.295,32.88165935,-117.23438981666666,97.6
1725079097349.107,32.88166771666667,-117.23439295,97.61
1725079098917.1602,0.0,0.0,None
1725079100195.7441,32.881684983333336,-117.23439421666667,None
1725079101474.098,32.88169095,-117.23439583333334,97.63
1725079102752.336,32.88169095,-117.23439583333334,97.63
