frame,timestamp
frame1,1724542939678.051
frame2,1724542940207.002
frame3,1724542940560.929
frame4,1724542940940.87
frame5,1724542941273.936
frame6,1724542941607.6008
frame7,1724542942006.233
frame8,1724542942340.574
frame9,1724542942672.543
frame10,1724542943006.0068
frame11,1724542943339.301
frame12,1724542943675.99
frame13,1724542944007.505
frame14,1724542944339.203
frame15,1724542944673.879
frame16,1724542945004.9219
frame17,1724542945405.301
frame18,1724542945806.191
frame19,1724542946137.379
frame20,1724542946473.561
frame21,1724542946806.253
frame22,1724542947137.9648
frame23,1724542947471.396
frame24,1724542947869.7031
frame25,1724542948204.274
frame26,1724542948538.023
frame27,1724542948874.602
frame28,1724542949202.932
frame29,1724542949536.1409
frame30,1724542949869.242
frame31,1724542950202.517
frame32,1724542950537.612
frame33,1724542950869.507
frame34,1724542951202.449
frame35,1724542951535.028
frame36,1724542951868.9858
frame37,1724542952203.061
frame38,1724542952534.942
frame39,1724542952867.83
frame40,1724542953202.2678
frame41,1724542953535.264
frame42,1724542953867.384
frame43,1724542954200.9858
frame44,1724542954535.113
frame45,1724542954866.857
frame46,1724542955200.561
frame47,1724542955533.4102
frame48,1724542955935.3062
frame49,1724542956332.758
frame50,1724542956666.093
frame51,1724542957069.8718
frame52,1724542957466.054
frame53,1724542957866.049
frame54,1724542958202.173
frame55,1724542958599.802
frame56,1724542958933.941
frame57,1724542959266.06
frame58,1724542959598.743
frame59,1724542960000.185
frame60,1724542960398.111
frame61,1724542960732.371
frame62,1724542961064.868
frame63,1724542961397.472
frame64,1724542961733.126
frame65,1724542962130.576
frame66,1724542962464.314
frame67,1724542962864.2312
frame68,1724542963264.089
frame69,1724542963598.302
frame70,1724542963930.31
frame71,1724542964264.092
frame72,1724542964596.498
frame73,1724542964996.471
frame74,1724542965396.4282
frame75,1724542965796.3108
frame76,1724542966195.504
frame77,1724542966596.466
frame78,1724542966994.7021
frame79,1724542967394.6382
frame80,1724542967795.934
frame81,1724542968196.873
frame82,1724542968595.782
frame83,1724542968994.535
frame84,1724542969327.945
frame85,1724542969726.716
frame86,1724542970128.436
frame87,1724542970460.508
frame88,1724542970859.603
frame89,1724542971203.491
frame90,1724542971592.8782
frame91,1724542971992.687
frame92,1724542972328.4658
frame93,1724542972725.944
frame94,1724542973059.746
frame95,1724542973458.587
frame96,1724542973859.536
frame97,1724542974192.946
frame98,1724542974592.56
frame99,1724542974992.111
frame100,1724542975329.1099
frame101,1724542975724.408
frame102,1724542976124.6418
frame103,1724542976527.049
frame104,1724542976923.95
frame105,1724542977324.045
frame106,1724542977658.973
frame107,1724542978056.735
frame108,1724542978456.972
frame109,1724542978857.522
frame110,1724542979257.8398
frame111,1724542979590.068
frame112,1724542979924.0369
frame113,1724542980322.4211
frame114,1724542980656.603
frame115,1724542981055.651
frame116,1724542981402.333
frame117,1724542981789.863
frame118,1724542982188.119
frame119,1724542982589.237
frame120,1724542982987.927
frame121,1724542983387.5388
frame122,1724542983723.539
frame123,1724542984120.7012
frame124,1724542984520.794
frame125,1724542984920.424
frame126,1724542985254.28
frame127,1724542985586.782
frame128,1724542985920.9001
frame129,1724542986252.907
frame130,1724542986587.1338
frame131,1724542986923.029
frame132,1724542987319.453
frame133,1724542987720.551
frame134,1724542988120.3052
frame135,1724542988519.5032
frame136,1724542988918.965
frame137,1724542989320.686
frame138,1724542989719.239
frame139,1724542990118.186
frame140,1724542990518.828
frame141,1724542990917.669
frame142,1724542991319.191
frame143,1724542991653.18
frame144,1724542992050.853
frame145,1724542992450.861
frame146,1724542998314.7522
frame147,1724542998648.969
frame148,1724542999047.8289
frame149,1724542999447.309
frame150,1724542999780.701
frame151,1724543000115.176
frame152,1724543000514.228
frame153,1724543000913.338
frame154,1724543001313.318
frame155,1724543001646.2869
frame156,1724543001979.5762
frame157,1724543002379.507
frame158,1724543002712.812
frame159,1724543011042.208
frame160,1724543011376.3672
frame161,1724543011775.64
frame162,1724543012175.948
frame163,1724543012511.679
frame164,1724543012908.283
frame165,1724543013308.626
frame166,1724543013644.628
frame167,1724543014040.931
frame168,1724543014441.8372
frame169,1724543014841.755
frame170,1724543015246.46
frame171,1724543015640.415
frame172,1724543016041.347
frame173,1724543016440.0498
frame174,1724543016773.538
frame175,1724543017172.8352
frame176,1724543017572.5652
frame177,1724543017908.06
frame178,1724543018305.6108
frame179,1724543018705.355
frame180,1724543019105.908
frame181,1724543019440.368
frame182,1724543019838.447
frame183,1724543020239.083
frame184,1724543020572.602
frame185,1724543020924.656
frame186,1724543021304.62
frame187,1724543021637.394
frame188,1724543022042.1628
frame189,1724543022437.854
frame190,1724543022837.101
frame191,1724543023237.419
frame192,1724543023637.449
frame193,1724543024036.536
frame194,1724543024436.4778
frame195,1724543024770.612
frame196,1724543025169.406
frame197,1724543025503.041
frame198,1724543025835.8901
frame199,1724543026235.529
frame200,1724543026570.7651
frame201,1724543026970.374
frame202,1724543027368.446
frame203,1724543027702.341
frame204,1724543028101.285
frame205,1724543028435.554
frame206,1724543028835.677
frame207,1724543029168.0442
frame208,1724543029503.169
frame209,1724543029901.341
frame210,1724543030235.3972
frame211,1724543030572.689
frame212,1724543030967.428
frame213,1724543031367.613
frame214,1724543031767.196
frame215,1724543032101.1829
frame216,1724543032433.9248
frame217,1724543032832.988
frame218,1724543033170.271
frame219,1724543033566.6758
frame220,1724543033966.499
frame221,1724543034300.314
frame222,1724543034699.947
frame223,1724543035032.6172
frame224,1724543035365.149
frame225,1724543035698.971
frame226,1724543036031.196
frame227,1724543036432.636
frame228,1724543036765.2942
frame229,1724543037164.362
frame230,1724543037498.218
frame231,1724543037830.59
frame232,1724543038164.043
frame233,1724543038496.939
frame234,1724543038896.652
frame235,1724543039231.804
frame236,1724543039629.789
frame237,1724543039963.501
frame238,1724543040364.362
frame239,1724543040762.4111
frame240,1724543041096.662
frame241,1724543041509.5962
frame242,1724543041896.672
frame243,1724543042230.66
frame244,1724543042629.725
frame245,1724543043028.347
frame246,1724543043364.5698
frame247,1724543043761.556
frame248,1724543044094.9658
frame249,1724543044494.65
frame250,1724543044894.114
frame251,1724543045231.096
frame252,1724543045627.011
frame253,1724543045960.491
frame254,1724543046294.338
frame255,1724543046707.274
frame256,1724543047094.114
frame257,1724543047494.042
frame258,1724543047894.355
frame259,1724543048230.5552
frame260,1724543048625.5889
frame261,1724543049026.443
frame262,1724543049425.921
frame263,1724543049824.85
frame264,1724543050225.12
frame265,1724543050625.169
frame266,1724543051025.3179
frame267,1724543051424.331
frame268,1724543051832.945
frame269,1724543052225.458
frame270,1724543052624.347
frame271,1724543053023.867
frame272,1724543053427.311
frame273,1724543053824.134
frame274,1724543054224.565
frame275,1724543054626.821
frame276,1724543055022.685
frame277,1724543055422.91
frame278,1724543055823.482
frame279,1724543056222.6318
frame280,1724543056623.5781
frame281,1724543057035.6182
frame282,1724543057421.684
frame283,1724543057822.293
frame284,1724543058222.6292
frame285,1724543058621.383
frame286,1724543059023.111
frame287,1724543059422.679
frame288,1724543059822.05
frame289,1724543060221.256
frame290,1724543060621.419
frame291,1724543061020.178
frame292,1724543061420.481
frame293,1724543062231.968
frame294,1724543062620.157
frame295,1724543063019.065
frame296,1724543063418.948
frame297,1724543063819.5032
frame298,1724543064220.156
frame299,1724543064618.9238
frame300,1724543065018.707
frame301,1724543065422.092
frame302,1724543065818.022
frame303,1724543066219.073
frame304,1724543066617.517
frame305,1724543067218.02
frame306,1724543067617.648
frame307,1724543068016.977
frame308,1724543068417.6519
frame309,1724543068817.03
frame310,1724543069217.4421
frame311,1724543069616.374
frame312,1724543070016.8992
frame313,1724543070416.474
frame314,1724543070816.001
frame315,1724543071150.1401
frame316,1724543071549.211
frame317,1724543071882.278
frame318,1724543072349.224
frame319,1724543072815.182
frame320,1724543073217.238
frame321,1724543073614.2039
frame322,1724543073948.7559
frame323,1724543074347.41
frame324,1724543074746.949
frame325,1724543075147.253
frame326,1724543075547.8188
frame327,1724543075946.6719
frame328,1724543076280.283
frame329,1724543076679.942
frame330,1724543086275.4841
frame331,1724543086676.6301
frame332,1724543087076.525
frame333,1724543087475.105
frame334,1724543087875.826
frame335,1724543088274.43
frame336,1724543088677.372
frame337,1724543089074.122
frame338,1724543089474.035
frame339,1724543089877.5488
frame340,1724543090274.093
frame341,1724543090673.719
frame342,1724543091074.1812
frame343,1724543091473.188
frame344,1724543092340.611
frame345,1724543092739.1091
frame346,1724543093139.06
frame347,1724543093539.929
frame348,1724543093938.944
frame349,1724543094339.47
frame350,1724543094739.755
frame351,1724543095138.509
frame352,1724543095538.427
frame353,1724543095937.908
frame354,1724543096337.726
frame355,1724543096803.991
frame356,1724543097136.95
frame357,1724543097470.347
frame358,1724543097805.199
frame359,1724543098204.397
frame360,1724543098603.303
frame361,1724543099003.259
frame362,1724543099402.8188
frame363,1724543099802.4658
frame364,1724543100205.41
frame365,1724543100604.455
frame366,1724543101002.1619
frame367,1724543101402.111
frame368,1724543101801.547
frame369,1724543102201.4912
frame370,1724543102601.709
frame371,1724543103000.999
frame372,1724543103400.615
frame373,1724543103800.7678
frame374,1724543104200.9531
frame375,1724543104601.076
frame376,1724543105000.0151
frame377,1724543105401.312
frame378,1724543105802.02
frame379,1724543106200.3801
frame380,1724543106601.134
frame381,1724543107001.928
frame382,1724543107399.482
frame383,1724543107799.284
frame384,1724543108199.4219
frame385,1724543108535.465
frame386,1724543108932.641
frame387,1724543109333.427
frame388,1724543109735.438
frame389,1724543110131.768
frame390,1724543110531.5608
frame391,1724543110865.926
frame392,1724543111264.906
frame393,1724543111664.8381
frame394,1724543112064.058
frame395,1724543112463.759
frame396,1724543112863.8
frame397,1724543113263.9402
frame398,1724543113663.843
frame399,1724543114063.822
frame400,1724543114462.819
frame401,1724543114863.365
frame402,1724543115263.108
frame403,1724543115662.7148
frame404,1724543116063.573
frame405,1724543116474.578
frame406,1724543116861.793
frame407,1724543117263.3
frame408,1724543117664.284
frame409,1724543118061.237
frame410,1724543118461.254
frame411,1724543118794.427
frame412,1724543119128.0361
frame413,1724543119460.762
frame414,1724543119794.2988
frame415,1724543120128.3901
frame416,1724543120528.059
frame417,1724543120926.6611
frame418,1724543121259.9731
frame419,1724543121598.831
frame420,1724543122326.0889
frame421,1724543122661.161
frame422,1724543123059.4822
frame423,1724543123459.025
frame424,1724543123792.379
frame425,1724543124125.4822
frame426,1724543124458.921
frame427,1724543124858.542
frame428,1724543125194.949
frame429,1724543125591.238
frame430,1724543125992.055
frame431,1724543126391.8281
frame432,1724543126790.664
frame433,1724543127131.0051
frame434,1724543127526.668
frame435,1724543127923.651
frame436,1724543129591.358
frame437,1724543129923.3042
frame438,1724543130255.475
frame439,1724543130590.555
frame440,1724543130922.024
frame441,1724543131255.893
frame442,1724543131590.481
frame443,1724543131988.491
frame444,1724543132323.06
frame445,1724543132721.848
frame446,1724543133121.2969
frame447,1724543133455.921
frame448,1724543133860.474
frame449,1724543134187.634
frame450,1724543134521.995
frame451,1724543134854.4778
frame452,1724543135253.592
frame453,1724543135589.935
frame454,1724543135986.6372
frame455,1724543136320.043
frame456,1724543136720.721
frame457,1724543137120.6912
frame458,1724543137520.5679
frame459,1724543137854.377
frame460,1724543138252.423
frame461,1724543138586.687
frame462,1724543138986.027
frame463,1724543139385.314
frame464,1724543139785.6719
frame465,1724543140185.304
frame466,1724543140585.5059
frame467,1724543140985.183
frame468,1724543141385.602
frame469,1724543141787.93
frame470,1724543142184.041
frame471,1724543142585.1199
frame472,1724543142985.6611
frame473,1724543143383.2842
frame474,1724543143719.0461
frame475,1724543144116.7258
frame476,1724543144518.5
frame477,1724543144916.782
frame478,1724543145250.771
frame479,1724543145582.0042
frame480,1724543145915.4749
frame481,1724543146248.813
frame482,1724543146648.422
frame483,1724543147048.775
frame484,1724543147382.955
frame485,1724543147781.615
