,Intensity
0,0.023454560912818563
1,0.013478136830546383
2,0.006224629963617496
3,0.001722095242319449
4,0.0
5,0.0010777938074653711
6,0.004952685980885769
7,0.01158766089699352
8,0.020900758513484118
9,0.032756578583383225
10,0.046960835842348926
11,0.06325860748333288
12,0.08133668431052492
13,0.10083017651976518
14,0.1213332494005849
15,0.1424135897193337
16,0.16362994652700444
17,0.18455186618544359
18,0.20478056431607855
19,0.22396975839403005
20,0.24184523187761386
21,0.25822191843217646
22,0.27301738336842013
23,0.28626073523862017
24,0.29809621614063647
25,0.3087809837238455
26,0.31867689734396853
27,0.32823643930569074
28,0.33798322242135503
29,0.34848783963047136
30,0.3603400832382113
31,0.3741187850866197
32,0.3903606917505412
33,0.4095298808917404
34,0.43198924016967294
35,0.45797546663263977
36,0.4875789045474484
37,0.5207293295385762
38,0.5571885168679165
39,0.5965501151393564
40,0.6382469996709383
41,0.6815659199749512
42,0.7256689017332258
43,0.7696205336472497
44,0.8124199806867497
45,0.8530363325517568
46,0.8904457316847046
47,0.9236686374421915
48,0.9518055765636234
49,0.9740698051019323
50,0.989815459486784
51,0.9985599963024864
52,1.0
53,0.9940197604641675
54,0.9806923712767195
55,0.9602734565240616
56,0.9331879806626011
57,0.900010914520091
58,0.8614428048540435
59,0.8182815113663544
60,0.7713915232450197
61,0.7216723404687136
62,0.6700274006411254
63,0.6173349515781996
64,0.5644221188790028
65,0.5120432056233202
66,0.46086300069682884
67,0.41144557806151205
68,0.36424875820792546
69,0.3196240923905985
70,0.2778219371390472
71,0.23900092683394997
72,0.2032409396453229
73,0.17055849783071828
74,0.14092345485940697
75,0.11427580283035875
76,0.09054148396933723
77,0.06964620546227701
78,0.051526429668346925
79,0.03613693080663973
