,Intensity
0,0.0026146620810869716
1,0.0005805158214522176
2,0.0
3,0.0007054740418331904
4,0.0026119712862631606
5,0.005710988949716335
6,0.010058915809448923
7,0.015761093155760197
8,0.022952750051311113
9,0.03177822170248593
10,0.04236994073507235
11,0.05482868133692181
12,0.06920643677422508
13,0.08549312804132038
14,0.10360808647767239
15,0.12339694132461747
16,0.14463419290820706
17,0.1670313841400528
18,0.19025041907288714
19,0.2139212388713473
20,0.23766277286775495
21,0.2611058528946378
22,0.2839166267649379
23,0.3058189411690492
24,0.3266141899945208
25,0.3461972405486974
26,0.3645672515673472
27,0.3818324725107382
28,0.3982084484483097
29,0.4140094302841309
30,0.4296331851760398
31,0.4455397944453637
32,0.4622253936951581
33,0.48019213107814346
34,0.49991587589065667
35,0.5218133855733373
36,0.5462107237548799
37,0.5733147091307558
38,0.6031890640065093
39,0.6357367269477412
40,0.6706895060442837
41,0.7076058923679368
42,0.745877445739993
43,0.7847437283014782
44,0.8233153187343684
45,0.8606040149645507
46,0.8955589486595804
47,0.9271070116635716
48,0.9541957503699856
49,0.9758367324626084
50,0.9911473401121166
51,0.9993889978828463
52,1.0
53,0.992621352513406
54,0.9771143784816251
55,0.9535692314318709
56,0.922303903418552
57,0.8838537760530354
58,0.8389522218468316
59,0.7885031952199766
60,0.7335471351640339
61,0.6752218150731344
62,0.6147200036522295
63,0.5532459326448017
64,0.4919725961420089
65,0.4320018316941951
66,0.37432896012078903
67,0.3198134988270912
68,0.2691571272875555
69,0.2228896917079359
70,0.18136361013393512
71,0.1447566024920268
72,0.11308224568777901
73,0.08620746452429556
74,0.06387573530720779
75,0.04573451782733376
76,0.031365256075517524
77,0.020314206833314634
78,0.012122371230934188
79,0.006352915118097827
