,Intensity
0,0.0018060213122617456
1,0.003628049219067069
2,0.005644009406017861
3,0.007710157436998698
4,0.009817597361853211
5,0.012081271631756624
6,0.014721530989764654
7,0.018039639535108287
8,0.02238889537776464
9,0.028143271465651407
10,0.03566559243715242
11,0.04527725631110285
12,0.057231385767431954
13,0.0716910605995654
14,0.08871395469083099
15,0.10824429698152442
16,0.1301126199911645
17,0.15404327808333226
18,0.17966923875002355
19,0.20655320151309517
20,0.23421370661342414
21,0.2621545822911411
22,0.2898958634610482
23,0.3170042087251451
24,0.3431208534455831
25,0.36798526389182773
26,0.39145289449781046
27,0.41350578396331295
28,0.4342551376991432
29,0.45393551081331046
30,0.47289070109601666
31,0.4915519571501803
32,0.5104095746065058
33,0.529979366329525
34,0.5507658266481297
35,0.5732240451837322
36,0.5977225484456554
37,0.6245092488800058
38,0.6536825600596884
39,0.6851694985681314
40,0.7187122497877022
41,0.7538642441056093
42,0.7899962948093177
43,0.826312815700818
44,0.8618775940366267
45,0.8956480723250698
46,0.9265166193965979
47,0.9533568731283423
48,0.9750729364411964
49,0.990649021723793
50,0.9991970775870717
51,1.0
52,0.9925482246042344
53,0.9765678087069187
54,0.952038524116807
55,0.91920097413996
56,0.8785522938741906
57,0.8308305636799852
58,0.7769886312185523
59,0.7181585678370558
60,0.6556084523148775
61,0.5906935544124452
62,0.524804262351885
63,0.4593132481653015
64,0.39552438518420047
65,0.3346258221796136
66,0.2776493851440914
67,0.22543813340150065
68,0.17862346051015845
69,0.13761262602550642
70,0.10258705890802178
71,0.0735112165669814
72,0.050151245050092184
73,0.03210219439225418
74,0.01882212457249691
75,0.009671113723039075
76,0.003952967717251711
77,0.000957339384939263
78,0.0
79,0.00045916210998215066
